0.0,0.0,0.0,18.47
0.3317623,0.0,0.0,19.99
0.6628549,0.0,0.0,20.47
1.008034,0.0,0.0,20.67
1.330774,0.0,0.0,20.8
1.66558,0.0,0.0,20.92
2.003647,0.0,0.0,21.02
2.330262,0.0,0.0,21.12
2.667212,0.0,0.0,21.22
3.004132,0.0,0.0,21.32
3.333011,0.0,0.0,21.41
3.743908,0.00,0.00,21.54
4.005007,0.0,0.0,21.62
4.337544,0.0,0.0,21.71
4.663971,0.0,0.0,21.82
5.005525,0.0,0.0,21.92
5.33734,0.0,0.0,22.01
5.668677,0.0,0.0,22.11
6.001054,0.0,0.0,22.22
6.336325,0.0,0.0,22.31
6.666499,0.0,0.0,22.41
7.002398,0.0,0.0,22.52
7.331997,0.0,0.0,22.61
7.664859,0.0,0.0,22.72
8.004046,0.0,0.0,22.82
8.333457,0.0,0.0,22.92
8.667402,0.0,0.0,23.02
9.006767,0.0,0.0,23.12
9.337438,0.0,0.0,23.22
9.665748,0.0,0.0,23.31
10.00564,0.0,0.0,23.42
10.33459,0.0,0.0,23.52
10.66574,0.0,0.0,23.62
11.00526,0.0,0.0,24.1
11.33182,0.0,0.0,26.37
11.66388,0.0,0.0,29.75
12.00485,0.0,0.0,33.47
12.33684,0.0,0.1,36.95
12.66006,0.0,0.53,40.61
13.003,0.0,1.33,44.29
13.33534,0.0,2.38,47.52
13.66724,0.0,3.85,50.72
14.00352,0.0,5.79,53.62
14.33138,0.0,7.98,55.93
14.66597,0.0,10.23,58.18
15.00375,0.0,12.48,60.43
15.33524,0.0,14.48,62.43
15.66699,0.0,16.53,64.48
16.00379,0.0,18.65,66.6
16.33426,0.0,20.52,68.47
16.66718,0.0,22.53,70.48
17.00518,0.0,24.55,72.5
17.33142,0.0,26.39,74.34
17.66514,0.0,28.4,76.35
18.0016,0.0,30.38,78.33
18.33207,0.0,32.31,80.26
18.66955,0.0,34.3,82.25
19.00418,0.0,36.26,84.21
19.33323,0.0,38.19,86.14
19.66652,0.0,40.23,88.18
20.00437,0.0,42.21,90.16
20.33472,0.0,44.11,92.06
20.66652,0.0,46.08,94.03
21.00437,0.0,48.18,96.13
21.33434,0.0,50.08,98.03
21.66536,0.0,52.05,99.99
22.00533,0.0,54.07,102.02
22.33543,0.0,55.87,103.98
22.66353,0.0,57.69,106.28
23.00081,0.0,59.14,108.63
23.33471,0.0,60.21,111.11
23.66666,0.0,60.85,113.94
24.00359,0.0,60.91,117.0
24.33338,0.0,60.38,119.99
24.66831,0.0,58.72,123.78
25.00437,0.0,56.03,126.99
25.33781,0.0,52.23,129.31
25.66324,0.0,46.64,130.18
26.00233,0.0,39.75,130.54
26.33244,0.0,32.28,131.36
26.66182,0.0,22.26,133.32
27.00405,0.0,11.74,137.23
27.33543,0.0,3.58,145.88
27.66551,0.0,0.25,158.6
28.00127,-0.16,1.74,172.64
28.33213,-0.79,10.15,182.1
28.66447,-1.46,22.63,184.84
29.0025,-1.87,32.42,181.14
29.33433,-2.22,38.4,174.54
29.66445,-2.61,40.97,166.69
30.0043,-3.04,40.31,158.8
30.33721,-3.39,37.1,152.26
30.66335,-3.7,31.55,147.07
31.00312,-4.03,23.0,144.0
31.33326,-4.42,13.82,144.99
31.66475,-5.07,4.5,151.61
32.00077,-5.47,0.07,162.72
32.33567,-5.78,2.06,175.27
32.6653,-8.07,8.06,185.94
33.00423,-14.03,15.35,193.06
33.33449,-21.57,21.38,196.55
33.66445,-30.72,25.91,198.26
34.00387,-40.15,27.4,198.65
34.33255,-48.56,25.97,199.02
34.66351,-56.6,22.2,200.39
34.66961,-56.6,22.2,200.39
35.00136,-64.2,16.47,203.47
35.33614,-69.94,10.38,208.64
35.66417,-73.17,3.96,217.75
36.00373,-73.96,0.26,229.14
36.33168,-73.98,1.58,241.37
36.66682,-73.98,7.85,252.1
37.00057,-73.98,16.74,259.28
37.3347,-73.41,26.27,262.07
37.66297,-69.84,35.05,263.21
38.00208,-64.13,39.92,263.38
38.33459,-57.67,40.35,263.38
38.66356,-52.49,37.19,263.33
39.00281,-48.96,31.92,262.92
39.33338,-47.02,25.58,261.94
39.66454,-46.58,17.42,259.6
40.00222,-46.58,9.59,253.99
40.33559,-46.58,3.36,245.43
40.66757,-46.58,0.06,234.29
41.00393,-46.58,1.3,221.59
41.33534,-46.58,4.94,211.11
41.66361,-46.58,11.7,200.79
42.00473,-46.58,19.03,193.05
42.33572,-46.58,25.2,185.55
42.66053,-46.58,30.32,177.61
43.00631,-46.58,33.51,169.77
43.33482,-46.57,34.21,162.43
43.66433,-46.24,32.79,154.9
44.00048,-45.97,29.17,148.63
44.3309,-46.07,24.38,142.4
44.66436,-46.54,18.85,135.4
45.00153,-48.09,12.95,127.22
45.33246,-51.65,7.98,119.18
45.66761,-58.66,3.53,110.75
46.00183,-69.1,0.77,104.68
46.33525,-80.48,0.0,102.75
46.66515,-93.0,-0.15,104.67
47.00349,-103.73,-0.19,110.73
47.33047,-111.26,0.67,120.36
47.66525,-114.8,3.09,132.24
48.00349,-114.01,6.82,143.66
48.33748,-108.54,10.49,152.06
48.66359,-99.53,13.98,158.0
49.00167,-89.67,16.8,161.46
49.33474,-80.09,19.05,163.32
49.66688,-70.28,21.01,164.23
50.00434,-60.75,22.66,164.39
50.33614,-51.83,24.0,164.23
50.66412,-42.47,25.17,163.75
51.00385,-33.3,26.05,162.87
51.33288,-24.98,26.57,161.62
51.66839,-16.25,26.79,159.71
52.0045,-7.54,26.59,157.04
52.33134,0.67,25.95,153.64
52.66974,8.95,24.73,149.06
53.00961,16.31,22.95,143.73
53.33094,22.77,20.05,137.7
53.66451,28.37,15.61,130.17
54.00543,32.02,10.23,121.23
54.33525,33.28,5.32,111.64
54.66642,32.36,1.38,99.88
55.00204,29.6,0.01,87.08
55.33188,25.58,1.66,76.06
55.66572,18.97,6.56,65.86
56.00465,11.05,12.59,58.13
56.33488,3.36,17.49,52.41
56.66693,-5.36,21.37,46.63
57.00356,-14.14,23.19,40.82
57.33717,-22.33,22.83,35.16
57.66461,-30.58,20.72,29.45
58.00627,-38.58,17.37,23.65
58.33707,-46.38,13.15,17.38
58.66895,-53.76,8.56,10.36
59.00528,-61.24,3.72,1.06
59.3319,-66.91,0.6,-9.54
59.66823,-70.4,0.11,-21.96
60.00525,-71.01,1.29,-35.39
60.33016,-68.43,3.3,-47.77
60.66488,-62.36,5.75,-59.25
61.00188,-53.26,7.85,-68.0
61.33577,-42.89,8.96,-73.04
61.6642,-30.36,8.95,-75.18
62.00091,-17.91,7.37,-73.21
62.33057,-8.74,4.76,-66.51
62.66858,-2.91,2.02,-55.41
63.0047,-0.44,0.37,-42.82
63.33273,0.0,0.0,-30.11
63.66362,0.0,0.0,-20.96
64.00153,0.0,0.0,-14.98
64.33342,0.0,0.0,-11.06
64.66235,0.0,0.0,-7.85
65.00491,0.0,0.0,-5.3
65.33197,0.0,0.0,-3.16
65.66869,0.0,0.0,-0.97
66.0039,0.0,0.0,1.14
66.33269,0.0,0.0,3.08
66.66933,0.0,0.0,5.02
67.00146,0.0,0.0,7.04
67.33518,0.0,0.0,8.87
67.6646,0.0,0.0,10.81
68.0022,0.0,0.0,12.76
68.33592,0.0,0.0,14.67
68.66481,0.0,0.0,16.62
69.0062,0.0,0.0,18.58
69.33681,0.0,0.0,20.03
69.66587,0.0,0.0,20.48
70.00053,0.0,0.0,20.68
70.33115,0.0,0.0,20.8
70.65984,0.00,0.00,20.91
71.00085,0.0,0.0,21.02
71.33626,0.0,0.0,21.12
71.66581,0.0,0.0,21.22
72.00076,0.0,0.0,21.32
72.33271,0.0,0.0,21.42
72.6694,0.0,0.0,21.52
73.00248,0.0,0.0,21.62
73.3311,0.0,0.0,21.72
73.66714,0.0,0.0,21.82
74.006,0.0,0.0,21.92
74.33121,0.0,0.0,22.02
74.66751,0.0,0.0,22.12
75.00572,0.0,0.0,22.22
75.3345,0.0,0.0,22.31
75.66454,0.0,0.0,22.42
76.00006,0.0,0.0,22.52
76.33196,0.0,0.0,22.62
76.66676,0.0,0.0,22.72
77.00267,0.0,0.0,22.82
