0.0,0.0,180.0,0.0
0.33026,0.0,180.0,0.0
0.663863,0.0,180.0,0.0
1.001042,0.0,180.0,0.0
1.333362,0.0,180.0,0.0
1.663667,0.0,180.0,0.0
1.668679,0.0,180.0,0.0
2.012199,0.00,180.00,0.00
2.324525,0.00,180.00,0.00
2.667039,0.0,180.0,0.0
3.003088,0.0,180.0,0.0
3.33563,0.0,180.0,0.0
3.664489,0.0,180.0,0.0
4.004811,0.0,180.0,0.0
4.333628,0.0,180.0,0.0
4.664647,0.0,180.0,0.0
5.001791,0.0,180.0,0.0
5.335038,0.0,180.0,0.0
5.666723,0.0,180.0,0.0
6.005296,0.0,180.0,0.0
6.334349,0.0,180.0,0.0
6.664323,0.0,180.0,0.0
7.005533,0.0,180.0,0.0
7.334122,0.0,180.0,0.0
7.667733,0.0,180.0,0.0
8.004181,0.0,180.0,0.0
8.33708,0.0,180.0,0.0
8.667844,0.0,180.0,0.0
9.00563,0.0,180.0,0.0
9.335391,0.0,180.0,0.0
9.66656,0.0,180.0,0.0
10.00265,0.0,180.0,0.0
10.33174,0.0,180.0,0.0
10.66511,0.0,180.0,0.0
11.00525,0.0,180.0,0.0
11.33155,0.0,180.0,0.0
11.66498,0.0,180.0,0.0
12.00154,0.0,180.0,0.0
12.3366,4.12,180.0,0.0
12.66315,9.4,180.0,0.0
13.00621,15.08,180.0,0.0
13.33521,21.05,180.0,0.0
13.66417,28.85,180.0,0.0
14.00216,39.14,180.0,0.0
14.33542,45.0,180.0,0.0
14.66873,45.0,180.0,0.0
15.00518,45.0,180.0,0.0
15.33186,45.0,180.0,0.0
15.66603,45.0,180.0,0.0
16.00087,45.0,180.0,0.0
16.33353,45.0,180.0,0.0
16.66938,45.0,180.0,0.0
17.00007,45.0,180.0,0.0
17.33341,45.0,180.0,0.0
17.66438,45.0,180.0,0.0
18.00348,45.0,180.0,0.0
18.33567,45.0,180.0,0.0
18.66918,45.0,180.0,0.0
19.00488,45.0,180.0,0.0
19.33015,45.0,180.0,0.0
19.6666,45.0,180.0,0.0
20.0004,45.0,180.0,0.0
20.33073,45.0,180.0,0.0
20.66644,45.0,180.0,0.0
21.0042,45.0,180.0,0.0
21.33233,45.0,180.0,0.0
21.66569,45.27,180.0,0.0
22.00511,43.94,180.0,0.0
22.32815,40.91,180.00,0.00
22.66306,35.37,180.0,0.0
23.00372,27.85,180.0,0.0
23.33237,18.44,180.0,0.0
23.66703,7.05,180.0,0.0
24.00202,355.43,180.0,0.0
24.33266,344.18,180.0,0.0
24.66477,328.41,180.0,0.0
25.00324,311.35,180.0,0.0
25.33676,291.27,180.0,0.0
25.66563,270.02,180.0,0.0
26.0015,274.48,180.0,0.0
26.33434,278.06,180.0,0.0
26.66547,284.6,180.0,0.0
27.00257,299.7,180.0,0.0
27.33298,332.9,180.0,0.0
27.66754,354.83,180.0,0.0
28.0054,23.82,177.82,359.27
28.33311,59.22,173.55,354.23
28.66368,83.69,22.31,202.27
29.00497,54.44,3.69,183.11
29.33397,29.77,2.79,181.22
29.66587,6.41,3.06,180.22
30.00312,344.04,3.02,179.38
30.33612,323.65,3.08,178.29
30.66509,302.66,4.02,176.48
31.00502,277.16,16.64,163.4
31.33727,289.51,170.88,8.84
31.66094,321.43,176.17,2.29
32.00449,355.31,179.51,0.03
32.33065,20.35,175.45,350.48
32.66969,35.51,156.68,326.15
33.00277,37.88,123.96,289.53
33.33077,32.35,106.84,251.6
33.66672,18.15,95.6,202.17
34.0026,359.06,90.22,179.37
34.33408,342.19,95.44,158.55
34.66309,329.27,104.74,116.18
35.00271,322.43,120.5,75.79
35.33021,322.19,146.55,45.37
35.66136,332.93,170.62,16.39
36.00616,352.38,179.34,2.51
36.33618,19.7,180.0,0.0
36.6631,40.47,180.0,0.0
37.00164,63.36,180.0,0.0
37.33367,74.61,226.69,44.54
37.66397,55.1,264.1,74.89
38.00396,22.71,270.13,72.21
38.33451,344.67,269.73,71.22
38.66421,314.52,272.48,75.24
39.00408,295.25,283.84,70.23
39.33392,284.83,318.79,39.4
39.66765,294.68,0.0,0.0
40.0056,315.15,0.0,0.0
40.33585,332.57,0.0,0.0
40.66839,356.28,0.0,0.0
41.00911,12.9,0.0,0.0
41.33418,25.6,0.0,0.0
41.66456,41.12,0.0,0.0
42.00192,41.97,0.0,0.0
42.33407,36.63,0.0,0.0
42.66868,28.23,0.0,0.0
43.00568,14.62,0.0,0.0
43.33751,357.7,359.13,1.72
43.66898,338.55,356.52,11.23
44.00371,324.32,359.16,19.32
44.33659,321.58,2.58,23.1
